"924592492493901825","2"
"924607715317559296","2"
"924608533081059328","2"
"924615185985359872","2"
"924615974443257856","2"
"924617810420133888","2"
"924620177706164224","2"
"924622369867616258","2"
"924634027663003653","2"
"924635333718888449","2"
"924637277007073280","2"
"924637393516417024","2"
"924638380515844097","2"
"924645038482653185","2"
"924652874910576641","2"
"924656817946398720","2"
"924660757689782272","2"
"924661911983149061","2"
"924667669281984517","2"
"924670822534479872","2"
"924670867686043648","2"
"924677137830940673","2"
"924678602091827200","2"
"924685237350731776","2"
"924694863697805312","2"
"924694885705404416","2"
"924696137856102402","2"
"924700299155124224","2"
"924702303789223937","2"
"924702549134979075","2"
"924703433785044992","2"
"924704540674461696","2"
"924704974914899968","2"
"924706238750973952","2"
"924706974897528834","2"
"924709335007100929","2"
"924710313970331653","2"
"924712298983383042","1"
"924718594595983361","2"
"924724756942934023","2"
"924736699959250946","2"
"924747619288735744","2"
"924747676989698048","2"
"924751457672450048","2"
"924753029936623618","2"
"924753691051163648","2"
"924756034241159168","2"
"924759964136165377","2"
"924769087800184833","2"
"924770638254002176","2"
"924772372875567104","2"
"924773690084069376","2"
"924774801134247936","2"
"924777764464611329","2"
"924778596417376257","2"
"924779334296113153","2"
"924783718962692097","2"
"924785838554263552","1"
"924787645389164545","1"
"924789078066913281","1"
"924790518353186816","2"
"924790950832082944","2"
"924792015497416704","2"
"924796785029189637","2"
"924797176680677382","2"
"924797935304527873","2"
"924801754830647296","2"
"924803694201311234","2"
"924809096192290816","2"
"924812193308266496","2"
"924815698697867264","2"
"924819001439674368","1"
"924820187718782976","2"
"924820504438902784","1"
"924821313595887617","2"
"924825754021572608","2"
"924830578075152384","1"
"924833704555569158","2"
"924833964543660032","2"
"924834963308077057","2"
"924840672670179329","2"
"924843121783001088","2"
"924845618308288512","2"
"924849362672455680","2"
"924849711269507072","2"
"924857282688675841","2"
"924860419541520385","1"
"924861157772537856","1"
"924871423721639937","1"
"924874446099369989","2"
"924895295909060608","1"
"924909178031886336","2"
"924932228563562497","2"
"924932367751483392","1"
"924939514828742657","2"
"924939653509210113","2"
"924939682902953984","2"
"924939860091326466","2"
"924940755348672512","2"
"924941908731932673","1"
"924945082704449536","1"
"924949270658199553","2"
"924949646975426560","2"
"924954802676695040","2"
"924954892774633473","2"
"924959608380231680","1"
"924959951579172865","1"
"924961210122096640","1"
"924964656292270081","2"
"924966926761242624","2"
"924968933911805953","2"
"924977685385891841","2"
"924979910476746753","1"
"924984094219558912","2"
"924984242945347584","2"
"924992729674809346","1"
"924993271713161216","2"
"924994933089558529","2"
"924995458312949762","2"
"925000151424491520","1"
"925000396682223617","2"
"925001714268344321","2"
"925003443563003904","2"
"925003772627247104","2"
"925009722499100672","2"
"925011891491168257","2"
"925013271962439681","2"
"925016555582316544","2"
"925018288161206272","2"
"925018927662583810","2"
"925020541928529921","2"
"925025807361245184","1"
"925026111146295298","1"
"925026903861485568","1"
"925027249551749120","2"
"925029146538815488","2"
"925029633518723072","2"
"925030354926407680","2"
"925032024771059713","2"
"925035663837286402","1"
"925036394606743552","1"
"925041459157504000","2"
"925045208353591296","2"
"925047482610053120","1"
"925049249305374725","2"
"925052186811346949","1"
"925052210043596802","1"
"925054712428285959","2"
"925057123440054272","2"
"925058291230703627","2"
"925072090717392896","2"
"925075067339509760","2"
"925075975825772544","2"
"925076914133487621","2"
"925079141879336961","2"
"925079248833953792","2"
"925086628162473984","2"
"925089478955425793","2"
"925089815032487936","2"
"925090869316812800","2"
"925092061250048000","2"
"925092761837195264","2"
"925093836744994823","1"
"925096070409019392","1"
"925096691841359877","1"
"925097270852440064","1"
"925097594027692037","2"
"925099436979707905","2"
"925099492944343048","2"
"925100214071029760","2"
"925109812035276801","1"
"925110180555182080","1"
